Field1
"Christine Caine
@ChristineCaine
·
Jan 30
You are called to be salt and light.
You are not called to just survive, but to thrive.
You are called to bring Heaven down to earth.
You are called to go against the flow and bring hope, life, and healing in the name of Jesus to the people around you.
38
607
2.7K"
"Radek 
@radradzilowski
·
Jan 31
Just imagine the people in the Bible who are cheering you on from heaven:

Abraham: Keep the faith! 

Joshua: Dont give up. There is a reward for your obedience!

David: Slay that Goliath!

Peter: Fight the good fight!

JESUS: Child I will be with you until the end of age. Go on.
12
578
2.3K"
"Abby Johnson
@AbbyJohnson
·
Feb 1
Oh my gosh, y’all. I love Jesus so much. And I am not going to debate people over my Catholic faith. I’m just not. There are far too many people who DON’T know the Lord! Focus your efforts on them...not someone who lives their life every day for The Lord. Goodness!
109
183
2.6K"
"U.S. Soccer MNT
@USMNT
·
Feb 1
 | This week, Jesús Ferreira informed 
@ussoccer
 of his desire to represent the #USMNT. 

After applying for a waiver, 
@jesusfcd27
 has been cleared by FIFA to play for the 
, with Gregg Berhalter confirming today that he will start Saturday’s match vs. 
.

Welcome, Jesús!
Jesús Ferreira Chooses USMNT
ussoccer.com
10
148
882"
"Sara M.
@SaraMehre
·
Feb 1
If you genuinely have a relationship with Jesus Christ through faith and repentance, then you have everything you need.
5
115
575
Show this thread"
"Living Christian
@livechristian1
·
Jan 30
Jesus cares about you. All He is asking for is for you to trust Him.
6
180
644"
"JESUSisComingBack
@GoodShepherd316
·
Jan 30
If you are in CHRIST JESUS
you have 
Hope
Light
Strength
Comfort
Peace
Joy
because HE has promised
HE will NEVER
leave you.

#ThursdayMotivation
#ThankfulThursday
43
185
803"
"❀ Liz ❀
@krazy4ujc
·
Jan 31
JESUS > my sins 

JESUS > my fear 

JESUS > my trust issues 

JESUS > my negativity 

JESUS > my anxiety

JESUS > my everything 

Thank you, JESUS!
20
107
411"
"Rick
@RiderPride1234
·
Jan 31
""For in Christ Jesus the only thing that matters is faith expressing itself in Love"" Gal.5:6

As U wake up & rise up today I pray the Holy Spirit to fill your heart & soul with the Love of Christ. May that Love be revealed today in U & thru U Friends. Amen

Together in Christ
34
95
341"
" Laura Jean “Is It Christmas Yet” Truman 
@LauraJeanTruman
·
Jan 31
It’s hard for me to know what I want. It’s hard to permit myself wants, & not just shoulds.

But I hear Jesus ask the blind man: “what do you want me to do for you?”

“Can you be brave, and tell Me your heart’s desire?

“Can you be brave, and let yourself have a heart’s desire?”
6
46
249"
"Tauren Wells
@taurenwells
·
Jan 31
I don’t ever want to trick myself into being proud of my kids for being “religious” & checking off religious boxes. It’s a false reality. I want to celebrate them following Jesus, growing in their faith, and loving people. The two look very different. Lord, give me eyes to see.
4
62
471"
"Michala
@Michalawhite_
·
Jan 30
Don’t follow the hype. Don’t follow things because they seem cool & trendy. Don’t store your treasures with temporary things. They will come and go. 

Invest in heaven. Follow Jesus & His plans. Trust me. You’ll never regret surrendering your life to Him.
1
67
381"
" Mensa Otabil
@MensaOtabil
·
Jan 31
Many have been wrongly taught that when you give your life to Christ all of your problems suddenly disappear. Although, we receive new life when we accept Jesus, it does not mean our faith will not be tested.
7
71
428"
"Marvelous Jesus
@Marvel0usJesus
·
Jan 30
Jesus said to the woman, “Your faith has saved you. Go in peace.” 
Luke 7:50
3
59
118"
