Field1
"Franklin Graham
@Franklin_Graham
·
Jan 20
I told the crowd in Fort Myers this afternoon that you can be sure your sins are forgiven and that you are on your way to Heaven. We rejoice that many people made that all-important decision to put their faith and trust in Jesus Christ.
258
1.7K
12.2K"
"VICKYLOGAN
@victoriouslogan
·
Jan 27
Apologize to those you have wronged. Forgive those who have wronged you. Let go of all hurt and anger. Tell your loved ones you love them. Be nice to strangers and help those in need. Tell someone about Jesus. You just don’t know how much time you have left.
3
473
912"
"GRACE randles
@gracerandles
·
Jan 31
it does not honor Jesus for you to be hard on yourself and beat yourself up. Jesus already took the beating for you. 

you need to extend to yourself the same forgiveness and grace that God extends to you.
5
297
1.7K
Show this thread"
"ally yarid
@allyyarid
·
Jan 23
If you’re ONLY talking about Jesus’s love, grace, & forgiveness, you’re talking about a false gospel. And preaching a false gospel is false teaching. Yes, He’s loving, but He’s also just & coming to judge. Jesus preached on repenting because the kingdom of heaven is near. Are we?
36
306
1.4K"
"Nadia Louise Thomas
@nadialthomas
·
Jan 31
i don’t care what culture says,
be kind to those who wrong you.
care about those who couldn’t care less about you.
love those who would never love you in return.
forgive those who don’t deserve it.
and put others over yourself.

Jesus was counter-cultural and we should be too.
3
340
1.2K"
"Living Christian
@livechristian1
·
Jan 20
Jesus creates
Jesus loves
Jesus helps
Jesus hears
Jesus heals
Jesus speaks
Jesus blesses
Jesus teaches
Jesus answers
Jesus defends
Jesus forgives
Jesus provides
Jesus redeems
Jesus responds
Jesus supports
Jesus saves
9
281
910"
"We Win!...Toxic Avenger 1 
@Avenger2Toxic
·
Jan 28
Heavenly Father, 
Fill us with your Holy Spirit. We put on your full armor. Make us wise. May our minds be focused. May we go about our daily tasks with vigor. Smooth the road Lord. Forgive our sin. Cleanse our hearts. Thank you for blessing us. 
In Jesus Name, 
Amen
89
270
559"
"Susan 
@sues3jewels
·
Jan 24
Jesus is the Great Physician! 

“He heals the brokenhearted And binds up their wounds.”
Psalms 147:3 

“For He bruises, but He binds up; He wounds, but His hands make whole.”
Job 5:18 

“Who forgives all your iniquities, Who heals all your diseases,”
Psalms 103:3
43
242
807"
"Bishop J. Strickland
@Bishopoftyler
·
Jan 31
Never, never, never despair in your sinfulness...Jesus Christ suffered & died for YOUR forgiveness. Embrace His loving sacrifice for yourself by repenting of your sins, confessing them in humility & seeking to live the fullness of His Good News. He begs us to share Life with Him!
13
268
1.1K"
"Pastor John Hagee
@PastorJohnHagee
·
Jan 20
Jesus, that had all power to defeat his enemies while He was on the cross, said, ""Father forgive them, for they know not what they do."" That is self-control. Do you have it? You better find it. It is absolutely essential to get out of your problem.
50
323
1.6K"
"Pankee ma pa mi na 
@PankeeRoy
·
Jan 26
Jesus, flow through us
Jesus, heal the bruises
Jesus, clean the music
Jesus, please help
Jesus, please heal
Jesus, please forgive
Jesus, please reveal
Jesus, give us strength
Jesus, make us well
Jesus, help us live
Jesus, give us wealth
Jesus is our safe

~ JESUS IS KING
8
166
667"
"𝓕𝓸𝓻𝓰𝓲𝓿𝓮𝓷
@TheonlywaytoGod
·
Jan 26
I am going to Heaven because I am saved, because I have believed on the Lord Jesus Christ, because I have confessed Him before men, because my sins are forgiven, because my name is written in the Lamb's Book of Life. Paul said, ""If thou shalt confess with thy mouth the Lord Jesus
53
133
664
Show this thread"
"GOD IS MY OATH
@YsabellaGrace_
·
Jan 31
God’s forgiveness is not based on your worthiness, but on Christ’s. He is the advocate for this reason. 

He pleads on behalf of you before the Father, NOT GUILTY. 

Receive Jesus Christ and receive His forgiveness, salvation and love
5
120
469"
"Ian Rinken
@Ian_Rinken
·
Jan 28
When Jesus is your sustenance,
Forgiveness is a reflex.
4
103
590"
"Danté Lee
@whoknowsdante
·
Jan 29
forgetting to pray for your food after you already took a bite be one of the worst feelings lol

my prayer be like.. God, forgive me for that bite that I forgot to pray for. thank you for this food. in Jesus name, Amen. 

then I continue chewing

gotta give thanks for EVERYTHING
3
56
359"
"Rhonie Says
@RhonieSays
·
Jan 30
Let’s begin our day praying! Father, Continually write a love note across our hearts that speak of Your grace & mercy. Forgive our sins & erase them from our souls. Reproduce in us the mindset of Christ so we can copy His witness of Your kindness. In Jesus’ name,

#prayertalks
39
67
275"
"Mr. Charles Isidi
@TheCharlesIsidi
·
Jan 28
The people that were killing Jesus were in front of him when he forgave them, he didn't need time to heal or move on from that place in his head, he just forgave.

I met a friend who argued with me that the Jesus' kind of forgiveness was possible because he is God.
14
62
99
Show this thread"
"Bishop Burbidge
@BishopBurbidge
·
Jan 18
Jesus says: “Follow me.” We think of the many times we have tried to do so but failed. Do not give up! Remember what Jesus said: “I did not come to call the righteous but sinners.” He is the Divine Physician who heals us, forgives us and allows us to begin anew each day.
1
65
252"
"Tim Burt
@TimBurt
·
Jan 27
Thank you #Jesus! 
Can you shout Hallelujah!!!
Romans 4:7 ""Oh, what joy for those whose disobedience is forgiven, whose sins are put out of sight. who the Lord has cleared of sin""
#TheSavingGraceofJesusChrist
6
77
179"
"Melissa McLaughlin
@MMcLaughlinsong
·
Jan 27
Where do you stand with Jesus today? 

Friends, tomorrow is not promised. Please turn to Jesus and believe in Him. He is truth. No one loves you more. One day we will all give an account for our choices. Only in Christ our sins are forgiven. Choose Jesus!

#Jesus 
#JesusSaves
14
78
228"
"Corryn
@Corrynmb
·
Jan 27
Life is short

Forgive others
Love others
Laugh more
Put down you phone
Be intentional with friendships
Seek Jesus 
Live with peace while you are here & know that God is in control & works all things together for good for those who love him & are called according to his purpose
6
82
217"
"We Win!...Toxic Avenger 1 
@Avenger2Toxic
·
Jan 23
Heavenly Father, 
It is your capstone they stumble over. For you sent one savior. One. To save all. Jesus is his name. And through Jesus only can we come to you. It is marvelous in our eyes. It is quite astounding that every sin can be forgiven. We are blessed.
IJNA
16
84
175"
"Lance VanTine
@lancevantine
·
Jan 29
Doesn’t matter how dark the night is.

Doesn’t matter what you have done.

Christ is calling. The Lord Jesus sees you and is willing to forgive you of your sins. Salvation is a free gift from Him alone. Don’t allow Satan to lie to you. Call out to the Lord Jesus Christ today.
6
54
188"
"The One Jesus Loves.
@BusayoIkotun1
·
Jan 20
I stand by faith in what you've done
Complete in what you've done
Forgiven and Redeemed

I carry your seal upon my heart
I’m so blessed forever to belong to you

What you did Jesus Nothing can undo.
1
36
122"
"Trevor Sheatz
@TrevorSheatz
·
Jan 21
Jesus saved my soul, redeemed my life, forgave me of all my sins, set me free, took my Hell so that I could get Heaven, and made me into a new creature that loves righteousness...I can't help but tell the whole world about him! I'm madly in love with Jesus!
5
24
107"
"BGEA
@BGEA
·
Jan 30
Prayer for the day:
Each hour of every day that is left of this earthly life, I would spend serving You, Lord Jesus. Forgive the time spent so often in needless endeavor. #amen
1
46
202"
"Brunell Donald-Kyei
@brunelldonald
·
Jan 31
And when they had come to the place called Calvary, there they crucified Him, and the criminals, one on the right hand and the other on the left. Then Jesus said, “Father, forgive them, for they do not know what they do.” Luke 23:33-34
2
21
77"
