Field1
"Joena San Diego
@joenasandiego
·
Jan 30
Corona virus will not have power over you and your family! In Jesus’ name, amen!
42
22.5K
46.7K"
"Pastor West
@Pastor__West
·
Jan 25
Dear Lord,

Today, please give me the wisdom to learn, the patience to last, the strength to endure, and the mental fortitude to be brave. Help me to be strong, steadfast, and strategic. Use me to your glory, and allow me to expand in every area of my life; in Jesus name. Amen
304
5.9K
14.7K"
"Masika Kalysha
@masikakalysha
·
Jan 27
Omg I just saw footage of the crash 
 I just know he held her so tight and did everything in his power to make her feel safe as they went down. 
 baby girl walked into heaven holding her daddy’s hand. Omg the tears wont stop Jesus
56
339
2.2K"
"Love Like JESUS
@_LoveLike_JESUS
·
Jan 30
.
The Power of The CROSS
is Not Found
      in What I Do,
but
      in What Already
has been Done for me

    “Thank You JESUS""
.
32
345
1K"
"Rylee Praytor
@rcpraytor
·
Jan 30
not only was Jesus a great leader, but He was a great servant. so in order to be a strong christian leader, then you must be willing to be a humble servant.
6
203
1.1K"
"⁣✰ S K Y E ⁣✰
@skyeelaynee
·
Jan 28
the prayer “not my will Jesus, but Yours be done” is one of the most powerful acts of surrender
6
189
1.2K"
"Living Christian
@livechristian1
·
Jan 31
Sorry satan, 

It’s too late, I’m already loved.
It’s too late, I’m already healed. 
It’s too late, I’m already unashamed.
It’s too late, I’m already strong. 
It’s too late, I’m already courageous. It’s too late, I’m already saved.

All in the name of Jesus Christ.
19
170
649"
"Ann 
 
@Doodisgirl
·
Jan 30
“Death could not hold You
The veil tore before You
You silenced the boast of sin and grave!
The heavens are roaring the praise of Your glory!
For You are raised onlife again!
You have no rival
You have no equal 
Now and forever God, You reign! 
What a powerful Name it is!
#Jesus
21
118
274"
"In the Name of Jesus
@Sheltieman3
·
Jan 27
Father, tonight we pray for all who do not have faith in Jesus.  Give us words of power and love which will pierce their hearts and minds with the truth.  Bring many to repentance and salvation in these last days.
We pray in the Name of Jesus,
Amen

Thank you Father.
29
126
454"
"edgarwright
@edgarwright
·
Jan 27
I just watched Oscar nominated documentary short ‘In The Absence’. If you want to be utterly devastated and angry for answers in 21 minutes flat watch this powerful film. Jesus.
18
68
797"
"JesusComingSoon
@JesusIsWarning
·
Jan 29
The Holy Spirit pointed me to Jesus laying on a cold garage floor like a baby completely hopeless. 

I cried out and Jesus saved me. 

Power in the name and blood of Jesus!  

Cling to our Lord and Savior Jesus Christ with everything you have within you. 

Give it all to Jesus.
28
77
416"
"Lerato Circum
@lcircum
·
Jan 31
I pray for you

Whatever #Addiction, whatever that is controlling you, whatever power that made you to continue even when you want to stop 
 in the Name of Jesus Christ, be broken, come out of that life!

Advice: Seek professional help!

Please don’t die in silence!
3
71
116"
"Tim Burt
@TimBurt
·
Jan 28
Acts 10:38 ""And you know that God anointed Jesus of Nazareth with the Holy Spirit and with power. Then Jesus went around doing good and healing all who were oppressed by the devil, for God was with him.""
1
72
132"
"Tim Burt
@TimBurt
·
Jan 30
Ephesians 3:20-21  “Now to Him (Jesus) who is able to do exceedingly abundantly ABOVE ALL THAT WE ASK OR THINK, according to the power that works in us…”
1
74
163"
"Women In Tech
@noss_dhlomo
·
Feb 1
A toxic relationship will affect your whole life, read the signs/red flags and leave. Prioritize yourselves at all times. 
 Nobody should have that much power over your life except Jesus honey! 
3
65
191"
"Rhonie Says
@RhonieSays
·
Jan 31
Let’s begin our day praying! Father, We’re thankful for Your living Word that teaches & corrects us. Let us not neglect the power that You have breathed into it. Let us read/study with all diligence through the Holy Spirit. Revelation of Jesus is in all the pages.

#prayertalks
21
63
251"
