Field1
"Paula White-Cain
@Paula_White
·
Jan 29
I pray God give you clarity, wisdom and direction over every situation and person creating confusion, disorder, stress or depletion in your life! He will guide you in what to do! No missteps in the name of Jesus!
588
967
5.7K"
"Jaime Harrison
@harrisonjaime
·
Jan 27
Jesus!  Oh my... Anyone who knows me knows of my love for the 
@Lakers
 ! I cannot believe this news about 
@kobebryant
 My heart breaks for his wife, children and family!  

No day is promised to any of us... we have to enjoy every day we are privileged to get! #RIPKobe #Mamba
33
311
2.2K"
"Danté Lee
@whoknowsdante
·
Jan 27
I pray they knew Jesus man 
29
346
1.7K"
"David J Harris Jr
@DavidJHarrisJr
·
Jan 27
Ugh... 
@kobebryant
 has died in a helicopter crash... 

One of the greatest sports figures in history. 

Praying for his family... I hope he knew Jesus
75
268
2.3K"
"We Win!...Toxic Avenger 1 
@Avenger2Toxic
·
Jan 28
Heavenly Father, 
Fill us with your Holy Spirit. We put on your full armor. Make us wise. May our minds be focused. May we go about our daily tasks with vigor. Smooth the road Lord. Forgive our sin. Cleanse our hearts. Thank you for blessing us. 
In Jesus Name, 
Amen
89
270
559"
"Joshua D. Heward-Mills
@themillsdude
·
Jan 25
I’m not saved because I’m perfect. I’m saved because Jesus is perfect and he took my place. 

He who knew no sin became sin, that we might be the righteousness of God.

Salvation doesn’t make you flawless. It makes you guiltless. He became guilty that we might be innocent.
8
172
481"
"John Piper
@JohnPiper
·
Jan 30
""When Jesus saw the crowds, he had compassion for them, because they were harassed and helpless, like sheep without a shepherd."" Matthew 9:36

Not that there weren’t hundreds of leaders with rods and staffs offering guidance and protection.

Just no Good Shepherd.￼
6
116
719"
"Kenneth Copeland
@CopelandNetwork
·
Jan 30
Since Jesus said that healing is the children’s bread, have your meal this morning. He is your Shepherd who prepares a table for you in the presence of your enemies. Healing is on the table, and the devil has no place there. Say: “I am healed, today!”
88
170
1K"
"John Piper
@JohnPiper
·
Jan 30
""Jesus said to his disciples, ‘The harvest is plentiful, but the laborers are few; therefore pray earnestly to the Lord of the harvest to send out laborers into his harvest.’"" Matthew 9:37-38

Though he knows the shortage better than we, he would be asked.￼
5
89
569"
"Ian Rinken
@Ian_Rinken
·
Jan 31
Jesus knew saying He was the Savior would cause an uproar.

He knew people wouldn’t believe him.

He knew people would mock Him.

He knew it would lead to His death.

So why did He do it?

Because He knew the battle was worth the beating if it meant death be defeated.
3
58
231"
"Greg Jericho
@GrogsGamut
·
Jan 29
""The economic impact could prove to be positive, who knows.""

Jesus wept
22
74
316"
"Living Christian
@livechristian1
·
Jan 27
Jesus already knows your sin and loves you anyways.
95
367"
"Ervin Lee
@ervinlee09
·
Jan 28
Father, thank You for the grace to make it through another day, thank You for taking care of us, for providing for us and watching over us. Please continue to give us knowledge and wisdom in all things for ALWAYS! In Jesus Name, AMEN!
27
73
259"
"Kingdom Woman
@JoneishaHolman
·
Jan 28
Daily word of Encouragement:

Lord, whatever your WILL is for my life LEAD ME THERE RIGHT NOW IN Jesus name. I am NOT in control of my life. I surrender every problem to you! You are the ONLY WISE GOD. A way maker in times of trouble! Hallelujah
1
65
124"
"JesusComingSoon
@JesusIsWarning
·
Jan 28
Everyday is a spiritual battle and when we walk in the flesh seeking the lusts of the flesh we are letting the enemy guide us. 

Lean on Jesus and His Word and walk in The Spirit. 

James 4:7 KJV

7 Submit yourselves therefore to God. Resist the devil, and he will flee from you.
6
60
137"
