Field1
"Amara Nwankpa
@Nwankpa_A
·
Jan 30
Can't forget how Martha wanted Jesus to tell Mary that her place was in the kitchen only for Jesus to firmly reinforce Mary's right to choose and also her choice.

But it isn't usually taught that way.
55
1.4K
2.2K"
"coral saint clair
@coralkahler
·
Jan 28
marriage is intended by God to make us more like Jesus. to make us holy. to teach us patience, kindness, faithfulness, self control, humility, etc. 

we need to stop idolizing marriage because of cute relationship posts and pinterest-worthy weddings.

marriage is serious.
5
147
640"
"Judy Wu Dominick
@judydominick
·
Jan 30
I encourage married folks who preach/teach to avoid using marriage/parenting metaphors fm your own lives when discussing the love of God. Use the life of Jesus instead. He was single & his life was characterized by sacrifice, simplicity, courage, & solidarity w/the marginalized.
20
84
728"
"Joel Nobis
@joelnobis
·
Jan 27
Jesus taught to crowds of thousands. but he also washed the feet of his disciples. he understood that serving looks like both, if only the people of the church got this too.
1
80
654"
"John Piper
@JohnPiper
·
Jan 30
""Jesus said to his disciples, ‘The harvest is plentiful, but the laborers are few; therefore pray earnestly to the Lord of the harvest to send out laborers into his harvest.’"" Matthew 9:37-38

Though he knows the shortage better than we, he would be asked.￼
5
89
569"
"Living Christian
@livechristian1
·
Jan 30
We worship God when we give him our lives every time we pray. Jesus teaches that when we pray, we should commit ourselves to God’s will.
2
79
372"
"Marvelous Jesus
@Marvel0usJesus
·
Jan 29
Jesus “All authority in heaven and on earth has been given to me. Therefore go and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit, and teaching them to obey everything I have commanded you.”
(Matthew 28:18-20)
1
52
136"
"Bishop Burbidge
@BishopBurbidge
·
Jan 31
If we are to teach and respect others, Saint John Bosco says: “There must be no hostility in our minds, no contempt in our eyes and no insult on our lips.” He says that, like Jesus, we must teach the truth while always remaining kind, patient, gentle and humble of heart.
4
68
229"
" Mensa Otabil
@MensaOtabil
·
Jan 31
Many have been wrongly taught that when you give your life to Christ all of your problems suddenly disappear. Although, we receive new life when we accept Jesus, it does not mean our faith will not be tested.
7
71
428"
"Tim Burt
@TimBurt
·
Jan 28
When you ask Jesus to be your Lord and Savior, His Holy Spirit comes to live in you! #GameChanger #Jesus 
John 14:26 ""But the Helper, the Holy Spirit, whom the Father will send in my name, he will teach you all things and bring to your remembrance all that I have said to you.""
4
52
98"
"Brooke 
@itsbrookelynne
·
Jan 25
What if John stopped preaching because he was jealous of Jesus’ “success” in ministry? 

What if the apostles didn’t minister effectively because they were in constant competition with each other? 

Comparison slows the spread of the Gospel. Kill it before if kills you.
2
72
203"
"Rhonie Says
@RhonieSays
·
Jan 31
Let’s begin our day praying! Father, We’re thankful for Your living Word that teaches & corrects us. Let us not neglect the power that You have breathed into it. Let us read/study with all diligence through the Holy Spirit. Revelation of Jesus is in all the pages.

#prayertalks
21
63
251"
