Field1
"Beth Moore
@BethMooreLPM
·
Jan 30
Somebody must honestly be spiking the water in the church pipes with LSD if we’re buying into using the gospel OF JESUS as the biblical reason to ignore injustice. We’ve lost our ever-loving minds. Knock yourselves out. I’m no academic but I know a jar of nuts when I see one.
446
1.3K
10.1K"
"Nadia Louise Thomas
@nadialthomas
·
Jan 31
i don’t care what culture says,
be kind to those who wrong you.
care about those who couldn’t care less about you.
love those who would never love you in return.
forgive those who don’t deserve it.
and put others over yourself.

Jesus was counter-cultural and we should be too.
3
340
1.2K"
"ally yarid
@allyyarid
·
Jan 31
It’s strange how people can hear the words “Jesus loves you” a hundred times and then one day they finally stop hearing it and start believing it... “OH! Jesus LOVES me! He DIED for me! I get to LIVE for Him? What a privilege! What an honor! HE IS SO GOOD!!!!”
3
147
1K"
"Michala
@Michalawhite_
·
Jan 31
hey friend, 

if the enemy is poking your insecurities tonight, I just want to remind you that you’re seen. Jesus loves every single part about you and no matter what, you are desired and delighted in.
5
154
981"
"Abby Johnson
@AbbyJohnson
·
Feb 1
Oh my gosh, y’all. I love Jesus so much. And I am not going to debate people over my Catholic faith. I’m just not. There are far too many people who DON’T know the Lord! Focus your efforts on them...not someone who lives their life every day for The Lord. Goodness!
109
183
2.6K"
"Bishop J. Strickland
@Bishopoftyler
·
Jan 31
Never, never, never despair in your sinfulness...Jesus Christ suffered & died for YOUR forgiveness. Embrace His loving sacrifice for yourself by repenting of your sins, confessing them in humility & seeking to live the fullness of His Good News. He begs us to share Life with Him!
13
268
1.1K"
"Living Christian
@livechristian1
·
Jan 31
Sorry satan, 

It’s too late, I’m already loved.
It’s too late, I’m already healed. 
It’s too late, I’m already unashamed.
It’s too late, I’m already strong. 
It’s too late, I’m already courageous. It’s too late, I’m already saved.

All in the name of Jesus Christ.
19
170
649"
"GOD IS MY OATH
@YsabellaGrace_
·
Jan 31
God’s forgiveness is not based on your worthiness, but on Christ’s. He is the advocate for this reason. 

He pleads on behalf of you before the Father, NOT GUILTY. 

Receive Jesus Christ and receive His forgiveness, salvation and love
5
120
469"
"Holy Bible Today
@holybibletoday
·
Jan 31
#Prayer

Because you keep loving God
Because you are trusting God
Because you are obeying God
Because you are thanking God
Because you are glorifying God
God does all heavy lifting for you
Father, Jesus, HolySpirit, One God

#FridayThoughts
#FridayFeeling
41
176
564"
"JESUSisComingBack
@GoodShepherd316
·
Jan 31
Many people seek after GOD for what HE gives,
but I also love HIM for what HE’s taken away.

“Behold the Lamb of God, which TAKETH AWAY the SIN of the world.”
John 1:29 KJV

Thank You #JESUS ! 

#FridayFeeling
#FridayThoughts
48
227
845"
"lexi
@cheerylex
·
Feb 1
bitterness is easy. love is hard. it takes a lot of strength to be hurt by someone and choose to see good in them anyway. but Jesus did for me, so i pray i am able to live the same way. it's very true that some people just won't care, but i don't want to be one of those people.
2
176
625"
"Bishop J. Strickland
@Bishopoftyler
·
Jan 31
On this last day & last Friday of January let us resolve to turn from sin & believe the Gospel of Jesus Christ.  Today many say “don’t speak of sin just speak of love” but if we look at the suffering & death the Son of God endured to conquer sin it seems that sin IS a big deal.
17
132
548"
"Jesus Christ Nation
@TheJesusNation
·
Feb 1
Jesus loves you more than you can imagine.
4
135
411"
"Rick
@RiderPride1234
·
Jan 31
""For in Christ Jesus the only thing that matters is faith expressing itself in Love"" Gal.5:6

As U wake up & rise up today I pray the Holy Spirit to fill your heart & soul with the Love of Christ. May that Love be revealed today in U & thru U Friends. Amen

Together in Christ
34
95
341"
"Tauren Wells
@taurenwells
·
Jan 31
I don’t ever want to trick myself into being proud of my kids for being “religious” & checking off religious boxes. It’s a false reality. I want to celebrate them following Jesus, growing in their faith, and loving people. The two look very different. Lord, give me eyes to see.
4
62
471"
"Pastor of Misfit Toys
@emmykegler
·
Feb 1
This morning's meditation:

God loves everyone, ""good enough"" or not, and that is a grace.

And.

Jesus specifically sought out those who were not ""good enough"" - who weren't qualified, asked questions, made others uncomfortable.

And that, today, is a grace for me.
1
56
319"
"taylor
@ttoll_15
·
Jan 31
i love jesus but i also like to cuss a little
4
54
244"
"Susan 
@sues3jewels
·
Jan 31
“Therefore thus says the Lord GOD: “Behold, I lay in Zion a stone for a foundation, A tried stone, a precious cornerstone, a sure foundation; Whoever believes will not act hastily.”
Isaiah 28:16 

This is #Jesus. He loves you and cares for you deeply.  Ask Him to help you 
14
48
152"
"Holy Bible Today
@holybibletoday
·
Jan 30
#Prayer

Distractions will come, but,

May you run back to God's love
May you run back to God's rules
May you run back to God's grace
May you run back to God's mercy
God is forever ready to renew you
Father, Jesus, Holy Spirit, One God

#ThursdayMotivation
#ThursdayThoughts
32
102
273"
"Rich Villodas
@richvillodas
·
Jan 31
As John Stott has noted, when we see Jesus on the cross, we must not think of God punishing Jesus or Jesus persuading God to love us.

God has and will always love us. God in Christ willingly takes on our death to give us God’s life.
38
204"
"Tom Buck
@TomBuck
·
Jan 31
Somebody must honestly be spiking the water in the church pipes with LSD if we're buying into someone's claim that we're using the gospel of JESUS to ignore injustice. We've lost our ever-loving minds. Knock yourselves out. I'm no SJW but I know virtue signaling when I see it.
18
31
283"
"Proverbs 31
@Proverbs31org
·
Feb 1
Heavenly Father, Help us to rein in our tempers and relinquish our pride so we speak words of love and peace. In Jesus’ Name, Amen. | Laura Bailey
1
58
421"
"Melissa McLaughlin
@MMcLaughlinsong
·
Jan 31
Thank you, Father, for the gift of grace and mercy poured out for us through Jesus' blood on the cross. Sacrificial love flowing down, taking our sins and re-making us into your children. Cleanse and renew us by your Spirit and your Word. Give us your love to shine in the world.
17
42
165"
